Ano,Grupo,Quadrilha,Etapa,Quesito,NotaQuesitoEtapa
2025,GRUPO DE ACESSO,FORNALHA,3ª ETAPA,TRILHA,30.0
2025,GRUPO DE ACESSO,SOL DE MARIA,3ª ETAPA,TRILHA,29.599999999999998
2025,GRUPO DE ACESSO,XÉM NHEM NHÉM,3ª ETAPA,TRILHA,29.599999999999994
2025,GRUPO DE ACESSO,TENGO LENGO,3ª ETAPA,TRILHA,29.700000000000003
2025,GRUPO DE ACESSO,OS CABOCLOS DO SERTÃO,3ª ETAPA,TRILHA,29.100000000000005
2025,GRUPO DE ACESSO,FURACÃO,3ª ETAPA,TRILHA,29.400000000000006
2022,GRUPO ESPECIAL,FORMIGA DA ROÇA,3ª ETAPA,COREOGRAFIA,29.8
2022,GRUPO ESPECIAL,SI BOBIÁ A GENTE PIMBA,3ª ETAPA,COREOGRAFIA,29.9
2022,GRUPO ESPECIAL,PAIXÃO CANGAÇO,3ª ETAPA,COREOGRAFIA,29.9
2022,GRUPO ESPECIAL,SABUGO DE MILHO,3ª ETAPA,COREOGRAFIA,30.000000000000004
2022,GRUPO ESPECIAL,ARROXA O NÓ,3ª ETAPA,COREOGRAFIA,29.400000000000006
2022,GRUPO ESPECIAL,RIBULIÇO,3ª ETAPA,COREOGRAFIA,29.299999999999997
2022,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,3ª ETAPA,COREOGRAFIA,29.599999999999998
2022,GRUPO ESPECIAL,AMOR JUNINO,3ª ETAPA,COREOGRAFIA,29.7
2022,GRUPO ESPECIAL,RASGA O FOLE,3ª ETAPA,COREOGRAFIA,29.4
2022,GRUPO ESPECIAL,SANFONA LASCADA,3ª ETAPA,COREOGRAFIA,29.59999999999999
2022,GRUPO ESPECIAL,XAMEGAR,3ª ETAPA,COREOGRAFIA,29.399999999999995
2022,GRUPO ESPECIAL,XÉM NHEM NHÉM,3ª ETAPA,COREOGRAFIA,29.599999999999998
2022,GRUPO ESPECIAL,PULA FOGUEIRA,3ª ETAPA,COREOGRAFIA,29.1
2022,GRUPO ESPECIAL,XIQUE XIQUE,3ª ETAPA,COREOGRAFIA,29.599999999999994
2022,GRUPO ESPECIAL,PAIXÃO CANGAÇO,3ª ETAPA,MARCAÇÃO,30.0
2022,GRUPO ESPECIAL,FORMIGA DA ROÇA,3ª ETAPA,MARCAÇÃO,30.0
2022,GRUPO ESPECIAL,ARROXA O NÓ,3ª ETAPA,MARCAÇÃO,29.900000000000002
2022,GRUPO ESPECIAL,RIBULIÇO,3ª ETAPA,MARCAÇÃO,30.0
2022,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,3ª ETAPA,MARCAÇÃO,30.0
2022,GRUPO ESPECIAL,RASGA O FOLE,3ª ETAPA,MARCAÇÃO,29.499999999999996
2022,GRUPO ESPECIAL,XAMEGAR,3ª ETAPA,MARCAÇÃO,29.899999999999995
2022,GRUPO ESPECIAL,AMOR JUNINO,3ª ETAPA,MARCAÇÃO,29.900000000000002
2022,GRUPO ESPECIAL,SABUGO DE MILHO,3ª ETAPA,MARCAÇÃO,30.0
2022,GRUPO ESPECIAL,SANFONA LASCADA,3ª ETAPA,MARCAÇÃO,30.0
2022,GRUPO ESPECIAL,PULA FOGUEIRA,3ª ETAPA,MARCAÇÃO,29.5
2022,GRUPO ESPECIAL,XÉM NHEM NHÉM,3ª ETAPA,MARCAÇÃO,29.8
2022,GRUPO ESPECIAL,XIQUE XIQUE,3ª ETAPA,MARCAÇÃO,30.0
2022,GRUPO ESPECIAL,FORMIGA DA ROÇA,3ª ETAPA,ANIMAÇÃO,30.0
2022,GRUPO ESPECIAL,PAIXÃO CANGAÇO,3ª ETAPA,ANIMAÇÃO,30.0
2022,GRUPO ESPECIAL,SABUGO DE MILHO,3ª ETAPA,ANIMAÇÃO,29.9
2022,GRUPO ESPECIAL,ARROXA O NÓ,3ª ETAPA,ANIMAÇÃO,29.8
2022,GRUPO ESPECIAL,RIBULIÇO,3ª ETAPA,ANIMAÇÃO,29.8
2022,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,3ª ETAPA,ANIMAÇÃO,29.9
2022,GRUPO ESPECIAL,RASGA O FOLE,3ª ETAPA,ANIMAÇÃO,29.8
2022,GRUPO ESPECIAL,AMOR JUNINO,3ª ETAPA,ANIMAÇÃO,29.900000000000002
2022,GRUPO ESPECIAL,SANFONA LASCADA,3ª ETAPA,ANIMAÇÃO,29.900000000000002
2022,GRUPO ESPECIAL,XAMEGAR,3ª ETAPA,ANIMAÇÃO,29.799999999999997
2022,GRUPO ESPECIAL,PULA FOGUEIRA,3ª ETAPA,ANIMAÇÃO,29.599999999999998
2022,GRUPO ESPECIAL,XÉM NHEM NHÉM,3ª ETAPA,ANIMAÇÃO,29.799999999999997
2022,GRUPO ESPECIAL,XIQUE XIQUE,3ª ETAPA,ANIMAÇÃO,30.0
2022,GRUPO ESPECIAL,SI BOBIÁ A GENTE PIMBA,3ª ETAPA,FIGURINO,30.0
2022,GRUPO ESPECIAL,FORMIGA DA ROÇA,3ª ETAPA,FIGURINO,30.0
2022,GRUPO ESPECIAL,SANFONA LASCADA,3ª ETAPA,FIGURINO,30.0
2022,GRUPO ESPECIAL,SABUGO DE MILHO,3ª ETAPA,FIGURINO,30.0
2022,GRUPO ESPECIAL,ARROXA O NÓ,3ª ETAPA,FIGURINO,29.7
2022,GRUPO ESPECIAL,AMOR JUNINO,3ª ETAPA,FIGURINO,30.0
2022,GRUPO ESPECIAL,RASGA O FOLE,3ª ETAPA,FIGURINO,30.0
2022,GRUPO ESPECIAL,PAIXÃO CANGAÇO,3ª ETAPA,FIGURINO,30.0
2022,GRUPO ESPECIAL,RIBULIÇO,3ª ETAPA,FIGURINO,29.799999999999997
2022,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,3ª ETAPA,FIGURINO,29.699999999999996
2022,GRUPO ESPECIAL,XÉM NHEM NHÉM,3ª ETAPA,FIGURINO,29.899999999999995
2022,GRUPO ESPECIAL,PULA FOGUEIRA,3ª ETAPA,FIGURINO,29.8
2022,GRUPO ESPECIAL,XAMEGAR,3ª ETAPA,FIGURINO,30.0
2022,GRUPO ESPECIAL,XIQUE XIQUE,3ª ETAPA,FIGURINO,29.9
2022,GRUPO ESPECIAL,SI BOBIÁ A GENTE PIMBA,3ª ETAPA,CASAL DE NOIVOS,30.0
2022,GRUPO ESPECIAL,FORMIGA DA ROÇA,3ª ETAPA,CASAL DE NOIVOS,30.0
2022,GRUPO ESPECIAL,ARROXA O NÓ,3ª ETAPA,CASAL DE NOIVOS,29.799999999999994
2022,GRUPO ESPECIAL,SABUGO DE MILHO,3ª ETAPA,CASAL DE NOIVOS,29.9
2022,GRUPO ESPECIAL,PAIXÃO CANGAÇO,3ª ETAPA,CASAL DE NOIVOS,30.0
2022,GRUPO ESPECIAL,RASGA O FOLE,3ª ETAPA,CASAL DE NOIVOS,29.9
2022,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,3ª ETAPA,CASAL DE NOIVOS,29.900000000000002
2022,GRUPO ESPECIAL,RIBULIÇO,3ª ETAPA,CASAL DE NOIVOS,29.699999999999996
2022,GRUPO ESPECIAL,SANFONA LASCADA,3ª ETAPA,CASAL DE NOIVOS,29.9
2022,GRUPO ESPECIAL,XAMEGAR,3ª ETAPA,CASAL DE NOIVOS,29.7
2022,GRUPO ESPECIAL,AMOR JUNINO,3ª ETAPA,CASAL DE NOIVOS,29.900000000000002
2022,GRUPO ESPECIAL,XÉM NHEM NHÉM,3ª ETAPA,CASAL DE NOIVOS,29.900000000000002
2022,GRUPO ESPECIAL,PULA FOGUEIRA,3ª ETAPA,CASAL DE NOIVOS,29.5
2022,GRUPO ESPECIAL,XIQUE XIQUE,3ª ETAPA,CASAL DE NOIVOS,30.0
2022,GRUPO ESPECIAL,ARROXA O NÓ,3ª ETAPA,TRILHA,29.999999999999996
2022,GRUPO ESPECIAL,SANFONA LASCADA,3ª ETAPA,TRILHA,30.0
2022,GRUPO ESPECIAL,RASGA O FOLE,3ª ETAPA,TRILHA,30.0
2022,GRUPO ESPECIAL,PAIXÃO CANGAÇO,3ª ETAPA,TRILHA,30.0
2022,GRUPO ESPECIAL,SABUGO DE MILHO,3ª ETAPA,TRILHA,30.0
2022,GRUPO ESPECIAL,AMOR JUNINO,3ª ETAPA,TRILHA,30.0
2022,GRUPO ESPECIAL,RIBULIÇO,3ª ETAPA,TRILHA,29.999999999999996
2022,GRUPO ESPECIAL,XAMEGAR,3ª ETAPA,TRILHA,30.0
2022,GRUPO ESPECIAL,XÉM NHEM NHÉM,3ª ETAPA,TRILHA,30.0
2022,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,3ª ETAPA,TRILHA,30.0
2022,GRUPO ESPECIAL,PULA FOGUEIRA,3ª ETAPA,TRILHA,29.7
2022,GRUPO ESPECIAL,XIQUE XIQUE,3ª ETAPA,TRILHA,30.0
2023,GRUPO ESPECIAL,FORMIGA DA ROÇA,3ª ETAPA,COREOGRAFIA,29.8
2023,GRUPO ESPECIAL,ARROXA O NÓ,3ª ETAPA,COREOGRAFIA,30.0
2023,GRUPO ESPECIAL,RASGA O FOLE,3ª ETAPA,COREOGRAFIA,30.0
2023,GRUPO ESPECIAL,RIBULIÇO,3ª ETAPA,COREOGRAFIA,29.5
2023,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,3ª ETAPA,COREOGRAFIA,29.5
2023,GRUPO ESPECIAL,SANFONA LASCADA,3ª ETAPA,COREOGRAFIA,29.7
2023,GRUPO ESPECIAL,AMOR JUNINO,3ª ETAPA,COREOGRAFIA,29.6
2023,GRUPO ESPECIAL,EITA BAGACEIRA,3ª ETAPA,COREOGRAFIA,29.5
2023,GRUPO ESPECIAL,XAMEGAR,3ª ETAPA,COREOGRAFIA,29.5
2023,GRUPO ESPECIAL,XÉM NHEM NHÉM,3ª ETAPA,COREOGRAFIA,29.3
2023,GRUPO ESPECIAL,COISAS DA ROÇA,3ª ETAPA,COREOGRAFIA,29.4
2023,GRUPO ESPECIAL,PINGA EM MIM,3ª ETAPA,COREOGRAFIA,29.0
2023,GRUPO ESPECIAL,OS CABOCLOS DO SERTÃO,3ª ETAPA,COREOGRAFIA,29.7
2023,GRUPO ESPECIAL,MATINGUEIROS DO SERTÃO,3ª ETAPA,COREOGRAFIA,29.1
2023,GRUPO ESPECIAL,RIBULIÇO,3ª ETAPA,MARCAÇÃO,30.0
2023,GRUPO ESPECIAL,ARROXA O NÓ,3ª ETAPA,MARCAÇÃO,30.0
2023,GRUPO ESPECIAL,FORMIGA DA ROÇA,3ª ETAPA,MARCAÇÃO,30.0
2023,GRUPO ESPECIAL,RASGA O FOLE,3ª ETAPA,MARCAÇÃO,30.0
2023,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,3ª ETAPA,MARCAÇÃO,29.7
2023,GRUPO ESPECIAL,COISAS DA ROÇA,3ª ETAPA,MARCAÇÃO,30.0
2023,GRUPO ESPECIAL,MATINGUEIROS DO SERTÃO,3ª ETAPA,MARCAÇÃO,30.0
2023,GRUPO ESPECIAL,AMOR JUNINO,3ª ETAPA,MARCAÇÃO,29.8
2023,GRUPO ESPECIAL,XAMEGAR,3ª ETAPA,MARCAÇÃO,29.7
2023,GRUPO ESPECIAL,EITA BAGACEIRA,3ª ETAPA,MARCAÇÃO,29.6
2023,GRUPO ESPECIAL,OS CABOCLOS DO SERTÃO,3ª ETAPA,MARCAÇÃO,29.7
2023,GRUPO ESPECIAL,XÉM NHEM NHÉM,3ª ETAPA,MARCAÇÃO,29.5
2023,GRUPO ESPECIAL,CHINELO DE COURO,3ª ETAPA,MARCAÇÃO,29.7
2023,GRUPO ESPECIAL,FORMIGA DA ROÇA,3ª ETAPA,ANIMAÇÃO,30.0
2023,GRUPO ESPECIAL,XAMEGAR,3ª ETAPA,ANIMAÇÃO,30.0
2023,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,3ª ETAPA,ANIMAÇÃO,30.0
2023,GRUPO ESPECIAL,RASGA O FOLE,3ª ETAPA,ANIMAÇÃO,29.9
2023,GRUPO ESPECIAL,SANFONA LASCADA,3ª ETAPA,ANIMAÇÃO,30.0
2023,GRUPO ESPECIAL,AMOR JUNINO,3ª ETAPA,ANIMAÇÃO,29.6
2023,GRUPO ESPECIAL,COISAS DA ROÇA,3ª ETAPA,ANIMAÇÃO,29.9
2023,GRUPO ESPECIAL,CHINELO DE COURO,3ª ETAPA,ANIMAÇÃO,29.6
2023,GRUPO ESPECIAL,OS CABOCLOS DO SERTÃO,3ª ETAPA,ANIMAÇÃO,29.5
2023,GRUPO ESPECIAL,MATINGUEIROS DO SERTÃO,3ª ETAPA,ANIMAÇÃO,29.5
2023,GRUPO ESPECIAL,AMOR JUNINO,3ª ETAPA,FIGURINO,30.0
2023,GRUPO ESPECIAL,ARROXA O NÓ,3ª ETAPA,FIGURINO,30.0
2023,GRUPO ESPECIAL,SANFONA LASCADA,3ª ETAPA,FIGURINO,30.0
2023,GRUPO ESPECIAL,PINGA EM MIM,3ª ETAPA,FIGURINO,29.8
2023,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,3ª ETAPA,FIGURINO,29.6
2023,GRUPO ESPECIAL,XÉM NHEM NHÉM,3ª ETAPA,FIGURINO,29.5
2023,GRUPO ESPECIAL,COISAS DA ROÇA,3ª ETAPA,FIGURINO,29.6
2023,GRUPO ESPECIAL,ARROXA O NÓ,3ª ETAPA,CASAL DE NOIVOS,30.0
2023,GRUPO ESPECIAL,FORMIGA DA ROÇA,3ª ETAPA,CASAL DE NOIVOS,29.8
2023,GRUPO ESPECIAL,EITA BAGACEIRA,3ª ETAPA,CASAL DE NOIVOS,29.7
2023,GRUPO ESPECIAL,RIBULIÇO,3ª ETAPA,CASAL DE NOIVOS,29.8
2023,GRUPO ESPECIAL,XÉM NHEM NHÉM,3ª ETAPA,CASAL DE NOIVOS,29.9
2023,GRUPO ESPECIAL,AMOR JUNINO,3ª ETAPA,CASAL DE NOIVOS,29.8
2023,GRUPO ESPECIAL,SANFONA LASCADA,3ª ETAPA,CASAL DE NOIVOS,30.0
2023,GRUPO ESPECIAL,RASGA O FOLE,3ª ETAPA,CASAL DE NOIVOS,29.6
2023,GRUPO ESPECIAL,XAMEGAR,3ª ETAPA,CASAL DE NOIVOS,29.7
2023,GRUPO ESPECIAL,COISAS DA ROÇA,3ª ETAPA,CASAL DE NOIVOS,30.0
2023,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,3ª ETAPA,CASAL DE NOIVOS,29.6
2023,GRUPO ESPECIAL,OS CABOCLOS DO SERTÃO,3ª ETAPA,CASAL DE NOIVOS,29.7
2023,GRUPO ESPECIAL,PINGA EM MIM,3ª ETAPA,CASAL DE NOIVOS,29.4
2023,GRUPO ESPECIAL,MATINGUEIROS DO SERTÃO,3ª ETAPA,CASAL DE NOIVOS,29.7
2023,GRUPO ESPECIAL,CHINELO DE COURO,3ª ETAPA,CASAL DE NOIVOS,29.6
2023,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,3ª ETAPA,TRILHA,30.0
2023,GRUPO ESPECIAL,AMOR JUNINO,3ª ETAPA,TRILHA,30.0
2023,GRUPO ESPECIAL,EITA BAGACEIRA,3ª ETAPA,TRILHA,30.0
2023,GRUPO ESPECIAL,OS CABOCLOS DO SERTÃO,3ª ETAPA,TRILHA,30.0
2023,GRUPO ESPECIAL,RASGA O FOLE,3ª ETAPA,TRILHA,30.0
2023,GRUPO ESPECIAL,PINGA EM MIM,3ª ETAPA,TRILHA,29.9
2024,GRUPO ESPECIAL,ARROXA O NÓ,3ª ETAPA,COREOGRAFIA,30.0
2024,GRUPO ESPECIAL,FORMIGA DA ROÇA,3ª ETAPA,COREOGRAFIA,30.0
2024,GRUPO ESPECIAL,RIBULIÇO,3ª ETAPA,COREOGRAFIA,29.899999999999995
2024,GRUPO ESPECIAL,XAMEGAR,3ª ETAPA,COREOGRAFIA,29.7
2024,GRUPO ESPECIAL,RASGA O FOLE,3ª ETAPA,COREOGRAFIA,29.8
2024,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,3ª ETAPA,COREOGRAFIA,29.6
2024,GRUPO ESPECIAL,AMOR JUNINO,3ª ETAPA,COREOGRAFIA,29.399999999999995
2024,GRUPO ESPECIAL,CAIPIRADA,3ª ETAPA,COREOGRAFIA,29.4
2024,GRUPO ESPECIAL,MALA VÉIA,3ª ETAPA,COREOGRAFIA,29.499999999999993
2024,GRUPO ESPECIAL,EITA BAGACEIRA,3ª ETAPA,COREOGRAFIA,29.4
2024,GRUPO ESPECIAL,PINGA EM MIM,3ª ETAPA,COREOGRAFIA,29.29999999999999
2024,GRUPO ESPECIAL,FORNALHA,3ª ETAPA,COREOGRAFIA,29.5
2024,GRUPO ESPECIAL,COISAS DA ROÇA,3ª ETAPA,COREOGRAFIA,29.4
2024,GRUPO ESPECIAL,XÉM NHEM NHÉM,3ª ETAPA,COREOGRAFIA,29.10000000000001
2024,GRUPO ESPECIAL,XIQUE XIQUE,3ª ETAPA,COREOGRAFIA,29.200000000000003
2024,GRUPO ESPECIAL,ARROXA O NÓ,3ª ETAPA,MARCAÇÃO,30.0
2024,GRUPO ESPECIAL,FORMIGA DA ROÇA,3ª ETAPA,MARCAÇÃO,29.8
2024,GRUPO ESPECIAL,RIBULIÇO,3ª ETAPA,MARCAÇÃO,30.0
2024,GRUPO ESPECIAL,EITA BAGACEIRA,3ª ETAPA,MARCAÇÃO,29.7
2024,GRUPO ESPECIAL,RASGA O FOLE,3ª ETAPA,MARCAÇÃO,29.7
2024,GRUPO ESPECIAL,COISAS DA ROÇA,3ª ETAPA,MARCAÇÃO,29.8
2024,GRUPO ESPECIAL,CAIPIRADA,3ª ETAPA,MARCAÇÃO,29.9
2024,GRUPO ESPECIAL,XAMEGAR,3ª ETAPA,MARCAÇÃO,29.700000000000006
2024,GRUPO ESPECIAL,AMOR JUNINO,3ª ETAPA,MARCAÇÃO,29.999999999999996
2024,GRUPO ESPECIAL,FORNALHA,3ª ETAPA,MARCAÇÃO,29.7
2024,GRUPO ESPECIAL,MALA VÉIA,3ª ETAPA,MARCAÇÃO,29.499999999999996
2024,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,3ª ETAPA,MARCAÇÃO,29.7
2024,GRUPO ESPECIAL,PINGA EM MIM,3ª ETAPA,MARCAÇÃO,29.6
2024,GRUPO ESPECIAL,XIQUE XIQUE,3ª ETAPA,MARCAÇÃO,29.5
2024,GRUPO ESPECIAL,XÉM NHEM NHÉM,3ª ETAPA,MARCAÇÃO,29.2
2024,GRUPO ESPECIAL,ARROXA O NÓ,3ª ETAPA,ANIMAÇÃO,30.0
2024,GRUPO ESPECIAL,FORMIGA DA ROÇA,3ª ETAPA,ANIMAÇÃO,30.0
2024,GRUPO ESPECIAL,RIBULIÇO,3ª ETAPA,ANIMAÇÃO,30.0
2024,GRUPO ESPECIAL,XAMEGAR,3ª ETAPA,ANIMAÇÃO,29.899999999999995
2024,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,3ª ETAPA,ANIMAÇÃO,30.0
2024,GRUPO ESPECIAL,CAIPIRADA,3ª ETAPA,ANIMAÇÃO,29.500000000000007
2024,GRUPO ESPECIAL,PINGA EM MIM,3ª ETAPA,ANIMAÇÃO,29.899999999999995
2024,GRUPO ESPECIAL,RASGA O FOLE,3ª ETAPA,ANIMAÇÃO,30.0
2024,GRUPO ESPECIAL,AMOR JUNINO,3ª ETAPA,ANIMAÇÃO,29.8
2024,GRUPO ESPECIAL,MALA VÉIA,3ª ETAPA,ANIMAÇÃO,29.699999999999996
2024,GRUPO ESPECIAL,EITA BAGACEIRA,3ª ETAPA,ANIMAÇÃO,29.9
2024,GRUPO ESPECIAL,FORNALHA,3ª ETAPA,ANIMAÇÃO,29.8
2024,GRUPO ESPECIAL,COISAS DA ROÇA,3ª ETAPA,ANIMAÇÃO,29.8
2024,GRUPO ESPECIAL,XÉM NHEM NHÉM,3ª ETAPA,ANIMAÇÃO,29.4
2024,GRUPO ESPECIAL,XIQUE XIQUE,3ª ETAPA,ANIMAÇÃO,29.400000000000006
2024,GRUPO ESPECIAL,FORMIGA DA ROÇA,3ª ETAPA,FIGURINO,30.0
2024,GRUPO ESPECIAL,RIBULIÇO,3ª ETAPA,FIGURINO,30.0
2024,GRUPO ESPECIAL,ARROXA O NÓ,3ª ETAPA,FIGURINO,30.0
2024,GRUPO ESPECIAL,XAMEGAR,3ª ETAPA,FIGURINO,30.0
2024,GRUPO ESPECIAL,MALA VÉIA,3ª ETAPA,FIGURINO,30.0
2024,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,3ª ETAPA,FIGURINO,30.0
2024,GRUPO ESPECIAL,PINGA EM MIM,3ª ETAPA,FIGURINO,29.9
2024,GRUPO ESPECIAL,COISAS DA ROÇA,3ª ETAPA,FIGURINO,29.8
2024,GRUPO ESPECIAL,RASGA O FOLE,3ª ETAPA,FIGURINO,30.0
2024,GRUPO ESPECIAL,EITA BAGACEIRA,3ª ETAPA,FIGURINO,29.7
2024,GRUPO ESPECIAL,AMOR JUNINO,3ª ETAPA,FIGURINO,30.0
2024,GRUPO ESPECIAL,CAIPIRADA,3ª ETAPA,FIGURINO,30.0
2024,GRUPO ESPECIAL,FORNALHA,3ª ETAPA,FIGURINO,29.9
2024,GRUPO ESPECIAL,XIQUE XIQUE,3ª ETAPA,FIGURINO,29.800000000000004
2024,GRUPO ESPECIAL,XÉM NHEM NHÉM,3ª ETAPA,FIGURINO,29.4
2024,GRUPO ESPECIAL,FORMIGA DA ROÇA,3ª ETAPA,CASAL DE NOIVOS,30.0
2024,GRUPO ESPECIAL,ARROXA O NÓ,3ª ETAPA,CASAL DE NOIVOS,30.0
2024,GRUPO ESPECIAL,XAMEGAR,3ª ETAPA,CASAL DE NOIVOS,29.900000000000002
2024,GRUPO ESPECIAL,MALA VÉIA,3ª ETAPA,CASAL DE NOIVOS,30.0
2024,GRUPO ESPECIAL,RIBULIÇO,3ª ETAPA,CASAL DE NOIVOS,30.0
2024,GRUPO ESPECIAL,EITA BAGACEIRA,3ª ETAPA,CASAL DE NOIVOS,29.8
2024,GRUPO ESPECIAL,COISAS DA ROÇA,3ª ETAPA,CASAL DE NOIVOS,30.000000000000004
2024,GRUPO ESPECIAL,CAIPIRADA,3ª ETAPA,CASAL DE NOIVOS,29.9
2024,GRUPO ESPECIAL,AMOR JUNINO,3ª ETAPA,CASAL DE NOIVOS,29.9
2024,GRUPO ESPECIAL,FORNALHA,3ª ETAPA,CASAL DE NOIVOS,29.7
2024,GRUPO ESPECIAL,PINGA EM MIM,3ª ETAPA,CASAL DE NOIVOS,29.7
2024,GRUPO ESPECIAL,RASGA O FOLE,3ª ETAPA,CASAL DE NOIVOS,29.7
2024,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,3ª ETAPA,CASAL DE NOIVOS,29.5
2024,GRUPO ESPECIAL,XIQUE XIQUE,3ª ETAPA,CASAL DE NOIVOS,29.200000000000003
2024,GRUPO ESPECIAL,XÉM NHEM NHÉM,3ª ETAPA,CASAL DE NOIVOS,29.300000000000004
2024,GRUPO ESPECIAL,FORMIGA DA ROÇA,3ª ETAPA,TRILHA,30.0
2024,GRUPO ESPECIAL,RIBULIÇO,3ª ETAPA,TRILHA,30.0
2024,GRUPO ESPECIAL,ARROXA O NÓ,3ª ETAPA,TRILHA,30.0
2024,GRUPO ESPECIAL,RASGA O FOLE,3ª ETAPA,TRILHA,30.0
2024,GRUPO ESPECIAL,XAMEGAR,3ª ETAPA,TRILHA,29.999999999999996
2024,GRUPO ESPECIAL,MALA VÉIA,3ª ETAPA,TRILHA,30.0
2024,GRUPO ESPECIAL,PINGA EM MIM,3ª ETAPA,TRILHA,30.0
2024,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,3ª ETAPA,TRILHA,29.7
2024,GRUPO ESPECIAL,EITA BAGACEIRA,3ª ETAPA,TRILHA,29.8
2024,GRUPO ESPECIAL,COISAS DA ROÇA,3ª ETAPA,TRILHA,29.999999999999996
2024,GRUPO ESPECIAL,AMOR JUNINO,3ª ETAPA,TRILHA,29.900000000000002
2024,GRUPO ESPECIAL,CAIPIRADA,3ª ETAPA,TRILHA,29.799999999999997
2024,GRUPO ESPECIAL,FORNALHA,3ª ETAPA,TRILHA,29.6
2024,GRUPO ESPECIAL,XIQUE XIQUE,3ª ETAPA,TRILHA,29.799999999999997
2024,GRUPO ESPECIAL,XÉM NHEM NHÉM,3ª ETAPA,TRILHA,29.200000000000003
2024,GRUPO ESPECIAL,ARROXA O NÓ,3ª ETAPA,TEMÁTICA,30.0
2024,GRUPO ESPECIAL,FORMIGA DA ROÇA,3ª ETAPA,TEMÁTICA,30.0
2024,GRUPO ESPECIAL,RIBULIÇO,3ª ETAPA,TEMÁTICA,30.0
2024,GRUPO ESPECIAL,XAMEGAR,3ª ETAPA,TEMÁTICA,29.999999999999996
2024,GRUPO ESPECIAL,MALA VÉIA,3ª ETAPA,TEMÁTICA,29.9
2024,GRUPO ESPECIAL,PINGA EM MIM,3ª ETAPA,TEMÁTICA,29.900000000000002
2024,GRUPO ESPECIAL,CAIPIRADA,3ª ETAPA,TEMÁTICA,30.0
2024,GRUPO ESPECIAL,AMOR JUNINO,3ª ETAPA,TEMÁTICA,29.8
2024,GRUPO ESPECIAL,EITA BAGACEIRA,3ª ETAPA,TEMÁTICA,29.6
2024,GRUPO ESPECIAL,RASGA O FOLE,3ª ETAPA,TEMÁTICA,29.8
2024,GRUPO ESPECIAL,COISAS DA ROÇA,3ª ETAPA,TEMÁTICA,29.900000000000002
2024,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,3ª ETAPA,TEMÁTICA,29.9
2024,GRUPO ESPECIAL,XIQUE XIQUE,3ª ETAPA,TEMÁTICA,29.6
2024,GRUPO ESPECIAL,FORNALHA,3ª ETAPA,TEMÁTICA,29.5
2024,GRUPO ESPECIAL,XÉM NHEM NHÉM,3ª ETAPA,TEMÁTICA,29.099999999999994
2025,GRUPO ESPECIAL,ARROXA O NÓ,3ª ETAPA,COREOGRAFIA,29.8
2025,GRUPO ESPECIAL,FORMIGA DA ROÇA,3ª ETAPA,COREOGRAFIA,29.700000000000003
2025,GRUPO ESPECIAL,RIBULIÇO,3ª ETAPA,COREOGRAFIA,29.7
2025,GRUPO ESPECIAL,RASGA O FOLE,3ª ETAPA,COREOGRAFIA,29.499999999999993
2025,GRUPO ESPECIAL,VAI MAS NÃO VAI,3ª ETAPA,COREOGRAFIA,29.6
2025,GRUPO ESPECIAL,PINGA EM MIM,3ª ETAPA,COREOGRAFIA,29.8
2025,GRUPO ESPECIAL,AMOR JUNINO,3ª ETAPA,COREOGRAFIA,29.20000000000001
2025,GRUPO ESPECIAL,MALA VÉIA,3ª ETAPA,COREOGRAFIA,29.10000000000001
2025,GRUPO ESPECIAL,XAMEGAR,3ª ETAPA,COREOGRAFIA,29.300000000000004
2025,GRUPO ESPECIAL,CAIPIRADA,3ª ETAPA,COREOGRAFIA,29.5
2025,GRUPO ESPECIAL,EITA BAGACEIRA,3ª ETAPA,COREOGRAFIA,28.999999999999996
2025,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,3ª ETAPA,COREOGRAFIA,29.000000000000004
2025,GRUPO ESPECIAL,TICO TICO NO FUBÁ,3ª ETAPA,COREOGRAFIA,29.1
2025,GRUPO ESPECIAL,COISAS DA ROÇA,3ª ETAPA,COREOGRAFIA,29.1
2025,GRUPO ESPECIAL,ESPALHA BRASA,3ª ETAPA,COREOGRAFIA,29.1
